Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
ENSMMUG00000050135		ENSG00000285975	FAM90A7	100.00	1
ENSMMUG00000050135		ENSG00000233295	FAM90A20P	41.06	0
ENSMMUG00000050135		ENSG00000285937	FAM90A8	41.06	0
ENSMMUG00000050135		ENSG00000285657	FAM90A19	100.00	1
ENSMMUG00000050135		ENSG00000285950	FAM90A10	100.00	1
ENSMMUG00000050135		ENSG00000285814	FAM90A14	41.06	0
ENSMMUG00000050135		ENSG00000230045	FAM90A15P	41.06	0
ENSMMUG00000050135		ENSG00000285913	FAM90A18	41.06	0
ENSMMUG00000050135		ENSG00000233132	FAM90A3P	51.13	0
ENSMMUG00000050135		ENSG00000223885	FAM90A13P	41.06	0
ENSMMUG00000050135		ENSG00000229924	FAM90A26	46.87	0
ENSMMUG00000050135		ENSG00000233115	FAM90A11P	37.82	0
ENSMMUG00000050135		ENSG00000254229	FAM90A12P	38.17	0
ENSMMUG00000050135		ENSG00000285620	FAM90A16	100.00	1
ENSMMUG00000064103	PHLDA1	ENSG00000139289	PHLDA1	100.00	1
ENSMMUG00000007943	TBL3	ENSG00000183751	TBL3	100.00	1
ENSMMUG00000013257					
ENSMMUG00000008911	SLC16A9	ENSG00000165449	SLC16A9	100.00	1
ENSMMUG00000017475	FBXW8	ENSG00000174989	FBXW8	100.00	1
ENSMMUG00000021055	SQSTM1	ENSG00000161011	SQSTM1	100.00	1
ENSMMUG00000037206	U6	ENSG00000251753	RNU6-75P	100.00	1
ENSMMUG00000001727	MED27	ENSG00000160563	MED27	100.00	1
ENSMMUG00000055628					
ENSMMUG00000021924	NHSL2	ENSG00000204131	NHSL2	100.00	1
ENSMMUG00000034154	U4	ENSG00000222790	RNU4-14P	100.00	1
ENSMMUG00000057985	Metazoa_SRP				
ENSMMUG00000021598	CCDC68	ENSG00000166510	CCDC68	100.00	1
ENSMMUG00000058343	RPL10L	ENSG00000165496	RPL10L	100.00	1
ENSMMUG00000059523	Metazoa_SRP				
ENSMMUG00000059881	WARS1	ENSG00000140105	WARS1	100.00	1
ENSMMUG00000065166					
ENSMMUG00000016963	MICU1	ENSG00000107745	MICU1	100.00	1
ENSMMUG00000001426	KCNC3	ENSG00000131398	KCNC3	100.00	1
ENSMMUG00000011283	C20H16orf74	ENSG00000154102	C16orf74	100.00	1
ENSMMUG00000059687					
ENSMMUG00000019420	ELK1	ENSG00000126767	ELK1	100.00	1
ENSMMUG00000057668					
ENSMMUG00000055850					
ENSMMUG00000019297	CUL4A	ENSG00000139842	CUL4A	100.00	1
ENSMMUG00000018503	NWD1	ENSG00000188039	NWD1	100.00	1
ENSMMUG00000008336	ACAD10	ENSG00000111271	ACAD10	100.00	1
ENSMMUG00000009173	STK24	ENSG00000102572	STK24	100.00	1
ENSMMUG00000007037	UPP1	ENSG00000183696	UPP1	100.00	1
ENSMMUG00000022117	ALDH16A1	ENSG00000161618	ALDH16A1	100.00	1
ENSMMUG00000015583	NAP1L1				
ENSMMUG00000053184	U6				
ENSMMUG00000004208	SDS	ENSG00000135094	SDS	100.00	1
ENSMMUG00000024308	U1	ENSG00000206687	RNU1-109P	100.00	1
ENSMMUG00000059210	NFU1	ENSG00000169599	NFU1	100.00	1
ENSMMUG00000064664					
ENSMMUG00000057352					
ENSMMUG00000055449	TP53INP2	ENSG00000078804	TP53INP2	100.00	1
ENSMMUG00000060262	Metazoa_SRP				
ENSMMUG00000008402	GABPB2	ENSG00000143458	GABPB2	100.00	1
ENSMMUG00000023802	SAMD4B	ENSG00000179134	SAMD4B	100.00	1
ENSMMUG00000019748	SLC4A1AP	ENSG00000163798	SLC4A1AP	100.00	1
ENSMMUG00000005478	TGS1	ENSG00000137574	TGS1	100.00	1
ENSMMUG00000060267	Metazoa_SRP	ENSG00000277455	Metazoa_SRP	0.00	0
ENSMMUG00000008199		ENSG00000176681	LRRC37A	5.01	0
ENSMMUG00000008199		ENSG00000176809	LRRC37A3	66.56	0
ENSMMUG00000008199		ENSG00000185158	LRRC37B	63.83	0
ENSMMUG00000008199		ENSG00000238083	LRRC37A2	5.05	0
ENSMMUG00000028192	Y_RNA	ENSG00000200171	Y_RNA	100.00	1
ENSMMUG00000015832	NSMCE1	ENSG00000169189	NSMCE1	100.00	1
ENSMMUG00000054262					
ENSMMUG00000018282	IL17RC	ENSG00000163702	IL17RC	100.00	1
ENSMMUG00000009228	CUEDC1	ENSG00000180891	CUEDC1	100.00	1
ENSMMUG00000060246					
ENSMMUG00000009519	WASHC4	ENSG00000136051	WASHC4	100.00	1
ENSMMUG00000025489	Y_RNA	ENSG00000207127	Y_RNA	100.00	1
ENSMMUG00000019016	CFL1				
ENSMMUG00000000323	ARHGAP4	ENSG00000089820	ARHGAP4	100.00	1
ENSMMUG00000056595					
ENSMMUG00000026826	Y_RNA	ENSG00000200261	Y_RNA	100.00	1
ENSMMUG00000061959					
ENSMMUG00000024370	Y_RNA	ENSG00000201548	Y_RNA	100.00	1
ENSMMUG00000005469	ERMP1	ENSG00000099219	ERMP1	100.00	1
ENSMMUG00000038308	CCDC124	ENSG00000007080	CCDC124	100.00	1
ENSMMUG00000018844	FAM9B	ENSG00000177138	FAM9B	100.00	1
ENSMMUG00000052460					
ENSMMUG00000006762	EMC8	ENSG00000131148	EMC8	100.00	1
ENSMMUG00000039493	Metazoa_SRP				
ENSMMUG00000051048	TEKT4	ENSG00000163060	TEKT4	100.00	1
ENSMMUG00000055885					
ENSMMUG00000005986	KLF17	ENSG00000171872	KLF17	100.00	1
ENSMMUG00000062218					
ENSMMUG00000000769	NLRC5	ENSG00000140853	NLRC5	100.00	1
ENSMMUG00000057852					
ENSMMUG00000064091	Metazoa_SRP				
ENSMMUG00000018840	SCN3A	ENSG00000153253	SCN3A	100.00	1
ENSMMUG00000015110	MDGA2	ENSG00000139915	MDGA2	100.00	1
ENSMMUG00000034776	U6	ENSG00000222327	RNU6-855P	100.00	1
ENSMMUG00000051821					
ENSMMUG00000008703	MYOZ2	ENSG00000172399	MYOZ2	100.00	1
ENSMMUG00000000156	PHB1	ENSG00000167085	PHB1	100.00	1
ENSMMUG00000013256	IFITM2	ENSG00000185201	IFITM2	100.00	1
ENSMMUG00000049880					
ENSMMUG00000014343	LIPJ	ENSG00000204022	LIPJ	100.00	1
ENSMMUG00000056799					
ENSMMUG00000021833	SLC25A25	ENSG00000148339	SLC25A25	100.00	1
ENSMMUG00000000200	KCNU1	ENSG00000215262	KCNU1	100.00	1
ENSMMUG00000064961					
ENSMMUG00000049185	TMEM229A	ENSG00000234224	TMEM229A	100.00	1
ENSMMUG00000018871	HNRNPK	ENSG00000165119	HNRNPK	100.00	1
ENSMMUG00000049915					
ENSMMUG00000057382	EN1	ENSG00000163064	EN1	100.00	1
ENSMMUG00000014303	TOMM40	ENSG00000130204	TOMM40	100.00	1
ENSMMUG00000063845					
ENSMMUG00000064086	Metazoa_SRP				
ENSMMUG00000057387					
ENSMMUG00000004211	MACIR	ENSG00000181751	MACIR	100.00	1
ENSMMUG00000061017					
ENSMMUG00000052485	OR1F1	ENSG00000168124	OR1F1	100.00	1
ENSMMUG00000054784					
ENSMMUG00000013334	CCP110	ENSG00000103540	CCP110	100.00	1
ENSMMUG00000062514					
ENSMMUG00000032119	H4C16				
ENSMMUG00000001600	CDC20B	ENSG00000164287	CDC20B	100.00	1
ENSMMUG00000002423	POLD2	ENSG00000106628	POLD2	100.00	1
ENSMMUG00000062546					
ENSMMUG00000022528	SPAG9	ENSG00000008294	SPAG9	100.00	1
ENSMMUG00000034689	Y_RNA	ENSG00000222767	Y_RNA	100.00	1
ENSMMUG00000041230					
ENSMMUG00000028164	U6	ENSG00000222356	RNU6-710P	100.00	1
ENSMMUG00000048942	ZNF556	ENSG00000172000	ZNF556	100.00	1
ENSMMUG00000053777					
ENSMMUG00000058416					
ENSMMUG00000050925	Metazoa_SRP				
ENSMMUG00000062768	ADCYAP1	ENSG00000141433	ADCYAP1	100.00	1
ENSMMUG00000059903	MC5R	ENSG00000176136	MC5R	100.00	1
ENSMMUG00000014415	DDX10	ENSG00000178105	DDX10	100.00	1
ENSMMUG00000061836					
ENSMMUG00000004668	ROR1	ENSG00000185483	ROR1	100.00	1
ENSMMUG00000053298					
ENSMMUG00000021207	ZDHHC15	ENSG00000102383	ZDHHC15	100.00	1
ENSMMUG00000050996	ZNF629	ENSG00000102870	ZNF629	100.00	1
ENSMMUG00000005055	WASF3	ENSG00000132970	WASF3	100.00	1
ENSMMUG00000013812	USP44	ENSG00000136014	USP44	100.00	1
ENSMMUG00000052299	Metazoa_SRP				
ENSMMUG00000053491					
ENSMMUG00000019747	SUPT7L	ENSG00000119760	SUPT7L	100.00	1
ENSMMUG00000008209	TSPAN6	ENSG00000102362	SYTL4	100.00	1
ENSMMUG00000001245	ZNF532	ENSG00000074657	ZNF532	100.00	1
ENSMMUG00000027826	U4	ENSG00000200889	RNU4-13P	100.00	1
ENSMMUG00000001294	FCHSD2	ENSG00000137478	FCHSD2	100.00	1
ENSMMUG00000006058	TSPO	ENSG00000100300	TSPO	100.00	1
ENSMMUG00000018013	H2AJ	ENSG00000246705	H2AJ	100.00	1
ENSMMUG00000051868					
ENSMMUG00000022007	METTL16	ENSG00000127804	METTL16	100.00	1
ENSMMUG00000057725					
ENSMMUG00000050033	Metazoa_SRP				
ENSMMUG00000052770					
ENSMMUG00000050477	Metazoa_SRP	ENSG00000264530	RN7SL25P	0.00	0
ENSMMUG00000052834					
ENSMMUG00000013595	GEMIN8	ENSG00000046647	GEMIN8	100.00	1
ENSMMUG00000052247					
ENSMMUG00000006506	NOB1	ENSG00000141101	NOB1	100.00	1
ENSMMUG00000020575	SOS1	ENSG00000115904	SOS1	100.00	1
ENSMMUG00000044760					
ENSMMUG00000013871	WDR25	ENSG00000176473	WDR25	100.00	1
ENSMMUG00000036508	U6	ENSG00000251886	RNU6-120P	100.00	1
ENSMMUG00000060189	RLN3	ENSG00000171136	RLN3	100.00	1
ENSMMUG00000054218					
ENSMMUG00000060482	U6	ENSG00000207456	RNU6-997P	100.00	1
ENSMMUG00000057831					
ENSMMUG00000065113					
ENSMMUG00000003217	TM7SF3	ENSG00000064115	TM7SF3	100.00	1
ENSMMUG00000016681					
ENSMMUG00000061383					
ENSMMUG00000059278					
ENSMMUG00000007398	KCNN1	ENSG00000105642	KCNN1	100.00	1
ENSMMUG00000008458	ZNF77	ENSG00000175691	ZNF77	100.00	1
ENSMMUG00000061770					
ENSMMUG00000027363	5S_rRNA				
ENSMMUG00000056149					
ENSMMUG00000052869					
ENSMMUG00000010927	TNFAIP6	ENSG00000123610	TNFAIP6	100.00	1
ENSMMUG00000060565					
ENSMMUG00000053245					
ENSMMUG00000015303	ABCA7	ENSG00000064687	ABCA7	100.00	1
ENSMMUG00000061265	CISD2	ENSG00000145354	CISD2	100.00	1
ENSMMUG00000055665	COA5	ENSG00000183513	COA5	100.00	0
ENSMMUG00000005808	CMTR2	ENSG00000180917	CMTR2	100.00	1
ENSMMUG00000004139	DZANK1	ENSG00000089091	DZANK1	100.00	1
ENSMMUG00000010715	NCOA6	ENSG00000198646	NCOA6	100.00	1
ENSMMUG00000058792		ENSG00000178297	TMPRSS9	74.61	0
ENSMMUG00000054055	ZNF93	ENSG00000184635	ZNF93	88.67	1
ENSMMUG00000017565	DIXDC1	ENSG00000150764	DIXDC1	100.00	1
ENSMMUG00000039577	Metazoa_SRP	ENSG00000239560	RN7SL479P	100.00	1
ENSMMUG00000060728		ENSG00000130957	FBP2	0.00	0
ENSMMUG00000064094	Metazoa_SRP				
ENSMMUG00000007036	C3H7orf57	ENSG00000164746	C7orf57	100.00	1
ENSMMUG00000052954	WNT6	ENSG00000115596	WNT6	100.00	1
ENSMMUG00000064467					
ENSMMUG00000054565					
ENSMMUG00000038026	MIR5047	ENSG00000284368	MIR5047	100.00	1
ENSMMUG00000003453	ZNF652	ENSG00000198740	ZNF652	100.00	1
ENSMMUG00000060766					
ENSMMUG00000060065					
ENSMMUG00000056195	U3				
ENSMMUG00000007668	DSC3	ENSG00000134762	DSC3	100.00	1
ENSMMUG00000017972	ZNF200	ENSG00000010539	ZNF200	100.00	1
ENSMMUG00000031223	RSPO4	ENSG00000101282	RSPO4	100.00	1
ENSMMUG00000062663					
ENSMMUG00000046240					
ENSMMUG00000036324					
ENSMMUG00000053188					
ENSMMUG00000061340					
ENSMMUG00000004656	ROCK1	ENSG00000067900	ROCK1	100.00	1
ENSMMUG00000056904	Metazoa_SRP				
ENSMMUG00000019900	GNAO1	ENSG00000087258	GNAO1	100.00	1
ENSMMUG00000049533					
ENSMMUG00000050850					
ENSMMUG00000057043					
ENSMMUG00000040524	RAB27B	ENSG00000041353	RAB27B	100.00	1
ENSMMUG00000061336	Metazoa_SRP				
ENSMMUG00000007597	USPL1	ENSG00000132952	USPL1	100.00	1
ENSMMUG00000060381	U6	ENSG00000207214	RNU6-102P	100.00	1
ENSMMUG00000056820					
ENSMMUG00000009707	GABRG2	ENSG00000113327	GABRG2	100.00	1
ENSMMUG00000052969					
ENSMMUG00000036550	U7				
ENSMMUG00000051099					
ENSMMUG00000057821	Metazoa_SRP				
ENSMMUG00000009043	MCTS1	ENSG00000232119	MCTS1	100.00	1
ENSMMUG00000065249					
ENSMMUG00000064388					
ENSMMUG00000043297	Metazoa_SRP	ENSG00000241082	RN7SL259P	100.00	1
ENSMMUG00000059915					
ENSMMUG00000055666		ENSG00000178297	TMPRSS9	95.65	0
ENSMMUG00000013402	NAPSA	ENSG00000131400	NAPSA	100.00	1
ENSMMUG00000025305		ENSG00000252550		100.00	1
ENSMMUG00000021156	ULK2	ENSG00000083290	ULK2	100.00	1
ENSMMUG00000049737	Metazoa_SRP				
ENSMMUG00000062091					
ENSMMUG00000050869	Y_RNA	ENSG00000202279	Y_RNA	100.00	1
ENSMMUG00000006339	CYP2E1	ENSG00000130649	CYP2E1	96.82	1
ENSMMUG00000059423					
ENSMMUG00000021526	UGCG	ENSG00000148154	UGCG	100.00	1
ENSMMUG00000023269	NCAPH	ENSG00000121152	NCAPH	100.00	1
ENSMMUG00000013874	BEGAIN	ENSG00000183092	BEGAIN	100.00	1
ENSMMUG00000042066	AKAP5	ENSG00000179841	AKAP5	100.00	1
ENSMMUG00000011922	GTDC1	ENSG00000121964	GTDC1	100.00	1
ENSMMUG00000020524	PAFAH1B1	ENSG00000007168	PAFAH1B1	100.00	1
ENSMMUG00000045764	Metazoa_SRP				
ENSMMUG00000009459	CEP95	ENSG00000258890	CEP95	100.00	1
ENSMMUG00000043396	Metazoa_SRP	ENSG00000243738	RN7SL181P	100.00	1
ENSMMUG00000054676					
ENSMMUG00000013422	CEACAM4	ENSG00000105352	CEACAM4	100.00	1
ENSMMUG00000062501	YPEL2	ENSG00000175155	YPEL2	100.00	1
ENSMMUG00000019299	WBP11	ENSG00000084463	WBP11	100.00	1
ENSMMUG00000010664	GPR37	ENSG00000170775	GPR37	100.00	1
ENSMMUG00000060905	TMDD1	ENSG00000284730	TMDD1	100.00	1
ENSMMUG00000004740	MCAT	ENSG00000100294	MCAT	100.00	1
ENSMMUG00000018535	UXT	ENSG00000126756	UXT	100.00	1
ENSMMUG00000018441	URI1	ENSG00000105176	URI1	100.00	1
ENSMMUG00000045373	SNORD61	ENSG00000206979	SNORD61	100.00	1
ENSMMUG00000008681	NOL7	ENSG00000225921	NOL7	100.00	1
ENSMMUG00000008121	RTN4IP1	ENSG00000130347	RTN4IP1	100.00	1
ENSMMUG00000036082	U6	ENSG00000251980	RNU6-436P	100.00	1
ENSMMUG00000024248	U1	ENSG00000252311	RNU1-103P	100.00	1
ENSMMUG00000055351	Metazoa_SRP	ENSG00000277396	Metazoa_SRP	0.00	0
ENSMMUG00000019017	SNX32	ENSG00000172803	SNX32	100.00	1
ENSMMUG00000021056	MRNIP	ENSG00000161010	MRNIP	100.00	1
ENSMMUG00000023942	SNORD14	ENSG00000207118	SNORD14D	100.00	1
ENSMMUG00000013246	MFF	ENSG00000168958	MFF	100.00	1
ENSMMUG00000017292	CHRM1	ENSG00000168539	CHRM1	100.00	1
ENSMMUG00000007953	NOXO1	ENSG00000196408	NOXO1	100.00	1
ENSMMUG00000043406	SNORA50B	ENSG00000253007	SNORA50B	100.00	1
ENSMMUG00000022907	UNC50	ENSG00000115446	UNC50	100.00	1
ENSMMUG00000006942	MIPEP	ENSG00000027001	MIPEP	100.00	1
ENSMMUG00000023148	LIPF	ENSG00000182333	LIPF	100.00	1
ENSMMUG00000011206	SLC9B1	ENSG00000164037	SLC9B1	100.00	1
ENSMMUG00000004718	PHKB	ENSG00000102893	PHKB	100.00	1
ENSMMUG00000001913	MRPS23	ENSG00000181610	MRPS23	100.00	0
ENSMMUG00000054494					
ENSMMUG00000063048	Metazoa_SRP				
ENSMMUG00000013538	IL27RA	ENSG00000104998	IL27RA	100.00	1
ENSMMUG00000047997	Metazoa_SRP	ENSG00000278700	Metazoa_SRP	100.00	1
ENSMMUG00000054433					
ENSMMUG00000063118	Metazoa_SRP				
ENSMMUG00000063761		ENSG00000198917	SPOUT1	100.00	1
ENSMMUG00000061921	Metazoa_SRP				
ENSMMUG00000062484					
ENSMMUG00000051775					
ENSMMUG00000026596	SNORD14	ENSG00000202252	SNORD14C	100.00	1
ENSMMUG00000060961	Metazoa_SRP				
ENSMMUG00000004818	SORBS1	ENSG00000095637	SORBS1	100.00	1
ENSMMUG00000059052					
ENSMMUG00000005595	RAB14	ENSG00000119396	RAB14	100.00	1
ENSMMUG00000055676					
ENSMMUG00000009805	ACD	ENSG00000102977	ACD	100.00	1
ENSMMUG00000006112	TMEM31	ENSG00000179363	TMEM31	100.00	1
ENSMMUG00000019582	EIF4EBP3	ENSG00000131503	ANKHD1	100.00	1
ENSMMUG00000039248	MIR3666	ENSG00000272230	MIR3666	100.00	1
ENSMMUG00000003706	FAM13C	ENSG00000148541	FAM13C	100.00	1
ENSMMUG00000000270	ANGPT4	ENSG00000101280	ANGPT4	100.00	1
ENSMMUG00000005805	HYDIN	ENSG00000157423	HYDIN	100.00	1
ENSMMUG00000006763	COX4I1	ENSG00000131143	COX4I1	100.00	1
ENSMMUG00000050568	Metazoa_SRP	ENSG00000273950	Metazoa_SRP	0.00	0
ENSMMUG00000052133	Metazoa_SRP				
ENSMMUG00000055232					
ENSMMUG00000059693					
ENSMMUG00000056234					
ENSMMUG00000061729					
ENSMMUG00000011001	ANKS3	ENSG00000168096	ANKS3	100.00	1
ENSMMUG00000060929					
ENSMMUG00000017969	MEFV	ENSG00000103313	MEFV	100.00	1
ENSMMUG00000023717	MIER2	ENSG00000105556	MIER2	98.58	1
ENSMMUG00000055111					
ENSMMUG00000030532	DNA2	ENSG00000138346	DNA2	97.76	1
ENSMMUG00000018821	REST	ENSG00000084093	REST	100.00	1
ENSMMUG00000000576	CDH7	ENSG00000081138	CDH7	100.00	1
ENSMMUG00000007798	CLMP	ENSG00000166250	CLMP	100.00	1
ENSMMUG00000036192	Y_RNA	ENSG00000212325	Y_RNA	0.00	0
ENSMMUG00000063338					
ENSMMUG00000065287					
ENSMMUG00000058276	Metazoa_SRP				
ENSMMUG00000054691					
ENSMMUG00000063862					
ENSMMUG00000056087	BBS10	ENSG00000179941	BBS10	100.00	1
ENSMMUG00000017250	NUDT12	ENSG00000112874	NUDT12	100.00	1
ENSMMUG00000020354	SLC3A2	ENSG00000168003	SLC3A2	100.00	1
ENSMMUG00000049669					
ENSMMUG00000039178	Metazoa_SRP	ENSG00000241983	RN7SL566P	100.00	1
ENSMMUG00000053170	Metazoa_SRP				
ENSMMUG00000049983					
ENSMMUG00000051273					
ENSMMUG00000053046					
ENSMMUG00000004685	NAIF1	ENSG00000171169	NAIF1	100.00	1
ENSMMUG00000063963	Metazoa_SRP				
ENSMMUG00000006689	NRIP3	ENSG00000175352	NRIP3	100.00	1
ENSMMUG00000055439					
ENSMMUG00000041957					
ENSMMUG00000004747	ZBTB25	ENSG00000089775	ZBTB25	100.00	1
ENSMMUG00000056676					
ENSMMUG00000004978	ANKRD33	ENSG00000167612	ANKRD33	100.00	1
ENSMMUG00000053689					
ENSMMUG00000063041					
ENSMMUG00000054105	Metazoa_SRP				
ENSMMUG00000054538					
ENSMMUG00000061912					
ENSMMUG00000062455					
ENSMMUG00000062585	PARD6A	ENSG00000102981	PARD6A	100.00	1
ENSMMUG00000055771	Metazoa_SRP				
ENSMMUG00000049962					
ENSMMUG00000063324					
ENSMMUG00000055075					
ENSMMUG00000055649	Metazoa_SRP				
ENSMMUG00000061594					
ENSMMUG00000002912	TLE6	ENSG00000104953	TLE6	100.00	1
ENSMMUG00000005552	PAF1	ENSG00000006712	PAF1	100.00	1
ENSMMUG00000059902	Metazoa_SRP				
ENSMMUG00000003225	BCL7C	ENSG00000099385	BCL7C	100.00	1
ENSMMUG00000055913	WNT10A	ENSG00000135925	WNT10A	100.00	1
ENSMMUG00000052715	Y_RNA	ENSG00000200120	Y_RNA	100.00	1
ENSMMUG00000063565	Metazoa_SRP				
ENSMMUG00000059703					
ENSMMUG00000050317					
ENSMMUG00000008705	USP53	ENSG00000145390	USP53	100.00	1
ENSMMUG00000019304	IDO1	ENSG00000131203	IDO1	100.00	1
ENSMMUG00000048740	SUN3	ENSG00000164744	SUN3	100.00	1
ENSMMUG00000052786					
ENSMMUG00000064661					
ENSMMUG00000021057	TBC1D9B	ENSG00000197226	TBC1D9B	100.00	1
ENSMMUG00000052399	GFER	ENSG00000127554	GFER	100.00	1
ENSMMUG00000061816					
ENSMMUG00000064722		ENSG00000171097	KYAT1	100.00	1
ENSMMUG00000000809	PLP1	ENSG00000123560	PLP1	100.00	1
ENSMMUG00000062246					
ENSMMUG00000008878	PEX16	ENSG00000121680	PEX16	100.00	1
ENSMMUG00000019745	GPN1	ENSG00000198522	GPN1	100.00	1
ENSMMUG00000009020	RIC1	ENSG00000107036	RIC1	100.00	1
ENSMMUG00000042757	GDPD1	ENSG00000153982	GDPD1	100.00	1
ENSMMUG00000055237	PEX11G	ENSG00000104883	PEX11G	100.00	1
ENSMMUG00000014305	APOE	ENSG00000130203	APOE	100.00	1
ENSMMUG00000057131	BIK	ENSG00000100290	BIK	100.00	1
ENSMMUG00000064502					
ENSMMUG00000051892	FLT3LG	ENSG00000090554	FLT3LG	100.00	1
ENSMMUG00000064196					
ENSMMUG00000060599					
ENSMMUG00000054759					
ENSMMUG00000006354	INSIG2	ENSG00000125629	INSIG2	100.00	1
ENSMMUG00000023418	NR1H2	ENSG00000131408	NR1H2	100.00	1
ENSMMUG00000057840		ENSG00000176681	LRRC37A	0.00	0
ENSMMUG00000057840		ENSG00000176809	LRRC37A3	4.37	0
ENSMMUG00000057840		ENSG00000185158	LRRC37B	88.67	0
ENSMMUG00000057840		ENSG00000238083	LRRC37A2	0.00	0
ENSMMUG00000058856	Metazoa_SRP				
ENSMMUG00000009839	GALK2	ENSG00000156958	GALK2	100.00	1
ENSMMUG00000051451	GPX8	ENSG00000164294	GPX8	100.00	1
ENSMMUG00000063703					
ENSMMUG00000020452	ZNF562	ENSG00000171466	ZNF562	80.92	1
ENSMMUG00000004666	IL4R	ENSG00000077238	IL4R	100.00	1
ENSMMUG00000061572	Metazoa_SRP				
ENSMMUG00000051084	Metazoa_SRP				
ENSMMUG00000056623	Y_RNA	ENSG00000200508	Y_RNA	100.00	1
ENSMMUG00000005605	GPR101	ENSG00000165370	GPR101	100.00	1
ENSMMUG00000052174					
ENSMMUG00000050765	Metazoa_SRP				
ENSMMUG00000052473					
ENSMMUG00000065301					
ENSMMUG00000016858	LIPK	ENSG00000204021	LIPK	100.00	1
ENSMMUG00000058905					
ENSMMUG00000057767					
ENSMMUG00000009129	FOXK2	ENSG00000141568	FOXK2	100.00	1
ENSMMUG00000058028					
ENSMMUG00000010840	ZNF507	ENSG00000168813	ZNF507	100.00	1
ENSMMUG00000017864	OSBPL8	ENSG00000091039	OSBPL8	100.00	1
ENSMMUG00000063067					
ENSMMUG00000061722	U6				
ENSMMUG00000049528					
ENSMMUG00000053539	SPINK2	ENSG00000128040	SPINK2	100.00	0
ENSMMUG00000058518					
ENSMMUG00000009739	MTHFD2	ENSG00000065911	MTHFD2	100.00	1
ENSMMUG00000003482	GLRA2	ENSG00000101958	GLRA2	100.00	1
ENSMMUG00000043004	Metazoa_SRP	ENSG00000243366	RN7SL60P	100.00	1
ENSMMUG00000018504	SIN3B	ENSG00000127511	SIN3B	100.00	1
ENSMMUG00000004982	ACVRL1	ENSG00000139567	ACVRL1	100.00	1
ENSMMUG00000014066	ZNF81	ENSG00000197779	ZNF81	100.00	1
ENSMMUG00000032910	U6	ENSG00000212410	RNU6-932P	100.00	1
ENSMMUG00000031210	CDK5R2	ENSG00000171450	CDK5R2	100.00	1
ENSMMUG00000061344					
ENSMMUG00000055440					
ENSMMUG00000003089	ENTR1	ENSG00000165689	ENTR1	100.00	1
ENSMMUG00000058677					
ENSMMUG00000017467	DNAAF9	ENSG00000088854	DNAAF9	100.00	1
ENSMMUG00000017888	KSR1	ENSG00000141068	KSR1	95.32	1
ENSMMUG00000035858	U2	ENSG00000251870	RNU2-69P	100.00	0
ENSMMUG00000015648	FDXR	ENSG00000161513	FDXR	100.00	1
ENSMMUG00000058606					
ENSMMUG00000000521	NTN4	ENSG00000074527	NTN4	100.00	1
ENSMMUG00000015301	ARHGAP45	ENSG00000180448	ARHGAP45	100.00	1
ENSMMUG00000002659	CYHR1	ENSG00000187954	ZFTRAF1	100.00	1
ENSMMUG00000055800					
ENSMMUG00000023574	C1GALT1C1	ENSG00000171155	C1GALT1C1	100.00	1
ENSMMUG00000028047	Y_RNA	ENSG00000200309	Y_RNA	100.00	1
ENSMMUG00000062739					
ENSMMUG00000047879	FAM110A	ENSG00000125898	FAM110A	100.00	1
ENSMMUG00000002422	AEBP1				
ENSMMUG00000019405		ENSG00000164934	DCAF13	100.00	1
ENSMMUG00000020587	POT1	ENSG00000128513	POT1	100.00	1
ENSMMUG00000049441	U6				
ENSMMUG00000048803	ZNF846	ENSG00000196605	ZNF846	100.00	1
ENSMMUG00000059229	CEACAM7	ENSG00000007306	CEACAM7	100.00	1
ENSMMUG00000060499	Metazoa_SRP				
ENSMMUG00000013356	DYNAP	ENSG00000178690	DYNAP	100.00	1
ENSMMUG00000054488					
ENSMMUG00000057931	Metazoa_SRP				
ENSMMUG00000009892	EFNB2	ENSG00000125266	EFNB2	100.00	1
ENSMMUG00000039579	Metazoa_SRP	ENSG00000242113	RN7SL124P	100.00	1
ENSMMUG00000050976					
ENSMMUG00000064772	FEV	ENSG00000163497	FEV	100.00	1
ENSMMUG00000022909	MGAT4A	ENSG00000071073	MGAT4A	100.00	1
ENSMMUG00000060385					
ENSMMUG00000054956					
ENSMMUG00000007960	SYNGR3	ENSG00000127561	SYNGR3	100.00	1
ENSMMUG00000055411					
ENSMMUG00000050156	Metazoa_SRP				
ENSMMUG00000017174	SUV39H2	ENSG00000152455	SUV39H2	100.00	1
ENSMMUG00000053743					
ENSMMUG00000009808	ENKD1	ENSG00000124074	ENKD1	100.00	1
ENSMMUG00000045885	Metazoa_SRP	ENSG00000265894	RN7SL357P	100.00	1
ENSMMUG00000051962					
ENSMMUG00000010383	OR6B2	ENSG00000182083	OR6B2	100.00	1
ENSMMUG00000008728	TTLL1	ENSG00000100271	TTLL1	100.00	1
ENSMMUG00000001402	SLC15A1	ENSG00000088386	SLC15A1	100.00	1
ENSMMUG00000057647					
ENSMMUG00000061292					
ENSMMUG00000036873	U7	ENSG00000238788	RNU7-182P	0.00	0
ENSMMUG00000020125	SENP1	ENSG00000079387	SENP1	100.00	1
ENSMMUG00000018950	METTL4	ENSG00000101574	METTL4	100.00	1
